Thanks Denise for posting!  How did you ever come across this photo!?  Amazing!,"Thu, 12 Sep 2013 04:15:12 +0000",81205736939455120
This one is a keeper....val,"Tue, 24 Jun 2014 04:25:28 +0000",368591688161044680
I love mine exactly like it!,"Sat, 02 Feb 2013 20:34:35 +0000",211599019900667456
Quick and easy too.,"Sun, 11 Mar 2012 04:55:46 +0000",283234401473527981
Oh my!! Is that not the cutest!?! ♡,"Mon, 20 May 2013 04:51:05 +0000",258112759802103603
She is so adorable. Bless her little heart. ♥,"Mon, 20 May 2013 10:47:57 +0000",139541425862742506
"Aww, what an adorable one!","Thu, 23 May 2013 13:53:49 +0000",12385105133701059
Pearl is so darn cute! Try taking that cupcake from her!,"Sat, 25 May 2013 18:05:35 +0000",402509422854670358
Adorable,"Sun, 22 Feb 2015 01:47:25 +0000",428545858200415521
Weekend at Bernie's!! MY FAV growing up :D,"Wed, 07 Aug 2013 14:09:13 +0000",350014339698140734
nina's daughter,"Mon, 16 Apr 2012 09:06:17 +0000",66217194429612575
yeah...beautiful,"Mon, 16 Apr 2012 11:55:22 +0000",221943225294783986
this is about to go viral!,"Tue, 28 Feb 2012 02:31:38 +0000",116601215260821090
We need to buy more of these!!! :),"Tue, 02 Sep 2014 23:41:33 +0000",550565260604479728
but if there's no date I still wear it lol!,"Thu, 08 Dec 2011 13:18:51 +0000",256494278686015903
I knew you were going to get addicted!,"Sat, 22 Oct 2011 00:34:39 +0000",19210873318932578
:),"Wed, 12 Feb 2014 03:21:33 +0000",345088527605710956
We should try it lol,"Wed, 12 Feb 2014 15:45:43 +0000",293297131890952603
lol!! yeah we totally should! XD  :),"Wed, 12 Feb 2014 19:30:30 +0000",345088527605710956
Lol,"Sat, 13 Sep 2014 00:20:32 +0000",520377069352281778
So doing this...,"Sat, 31 Jan 2015 04:50:55 +0000",374080450206923473
"Just like the one I had, got it from Dad.","Fri, 23 Dec 2011 14:39:16 +0000",283586245194416359
then i'm jealous. :),"Wed, 28 Dec 2011 18:29:41 +0000",45458414897201193
Oh the Pearlsss,"Sun, 09 Oct 2011 11:31:35 +0000",230317105851924769
aging gracefully,"Mon, 18 May 2015 17:20:08 +0000",270497658777373516
Need this! !!,"Sun, 18 May 2014 11:50:34 +0000",280841864171487526
"caro, my friend claire and stephanie are selling this at their store on union...it currently on sale!!!","Tue, 20 Mar 2012 17:02:51 +0000",163748273859857236
Seams Boutique xo,"Tue, 20 Mar 2012 17:03:05 +0000",163748273859857236
yay! thanks for the tip :-),"Tue, 20 Mar 2012 17:03:57 +0000",169025929673181964
Beautiful!,"Sun, 09 Mar 2014 19:13:19 +0000",248401873105586734
Lazaro Oliver tote in rouge $459,"Sat, 13 Jul 2013 02:05:27 +0000",260927509569211941
So True !,"Mon, 21 Jan 2013 13:43:36 +0000",184155209671380582
LOVE YOUUUU !! ♥ Follow me plss,"Mon, 12 Nov 2012 19:32:40 +0000",43417721316052611
"Okay, this isn't a Sewing Project, but it's the only category I have here.  :)","Sat, 28 Apr 2012 18:15:16 +0000",184507053392269653
Oh my...the kids are getting big!!!!,"Sun, 10 Nov 2013 21:25:43 +0000",69594894150141457
Beautiful family~love you all~,"Sun, 10 Nov 2013 22:40:25 +0000",236931767804626060
"I hate kanye west. Insecure, immature little man","Wed, 20 Nov 2013 03:19:48 +0000",485685278472676814
I get all my jewelry from here and charolett russe :),"Tue, 27 Mar 2012 20:55:02 +0000",14425798714851422
i dont have any haha i feel weird when i do wear jewelry but sometimes i wear necklaces for a while then just stop randomly,"Tue, 27 Mar 2012 21:01:06 +0000",170574042045088598
What kind of paint did you use?,"Mon, 25 Nov 2013 02:21:20 +0000",171136991998512351
I used small cans of red and white rustoleum paint.,"Sun, 08 Dec 2013 03:35:55 +0000",558939141161622084
"Sir Jonathan, Biri Island, Samar","Thu, 08 Mar 2012 05:27:28 +0000",121175183632371249
Thanks for the kind comment sir.,"Thu, 08 Mar 2012 16:44:24 +0000",121175183632371249
♥ it,"Sun, 10 Nov 2013 05:42:32 +0000",175007272928286009
Erin Smith  That's awesome!!!  It would be perfect with the boots,"Sun, 16 Feb 2014 20:46:04 +0000",273945727242078053
and this one,"Sun, 16 Feb 2014 22:08:08 +0000",179792347532367299
I like this one if it's still available,"Tue, 18 Feb 2014 00:03:44 +0000",179792347532367299
"Erin Smith I won this one for 13.-- plus shipping, so 20 total","Tue, 18 Feb 2014 02:28:46 +0000",273945727242078053
YES!,"Sun, 26 Jan 2014 04:48:42 +0000",194569783809675112
"Yeah, it is. ;-)","Sun, 22 Jan 2012 06:06:41 +0000",181199722415915711
"It is too expensive for my taste, but I want it! ;-)","Sun, 22 Jan 2012 06:09:22 +0000",238620617664889092
A girl can dream.....and maybe fine a knockoff.,"Sun, 22 Jan 2012 06:21:56 +0000",181199722415915711
Find,"Sun, 22 Jan 2012 06:22:05 +0000",181199722415915711
So CUTE,"Mon, 13 Jan 2014 22:18:46 +0000",344384840163933465
Stephanie Sickerott yes yes yes!,"Wed, 07 Aug 2013 22:35:37 +0000",80783524474390765
"lol, I knew you would know!  ♥","Thu, 08 Aug 2013 10:34:45 +0000",287808369845078247
Ayyee,"Thu, 08 Aug 2013 21:54:46 +0000",472244848334747124
Miranda Sanchez  YOU KNOW!,"Thu, 08 Aug 2013 22:01:35 +0000",285134357566325476
Wow,"Sat, 30 Nov 2013 02:26:29 +0000",540291423954543213
Link is broken.,"Fri, 28 Dec 2012 00:26:27 +0000",38703015456145568
Wat,"Fri, 20 Jun 2014 20:53:23 +0000",388928255228383172
what is the back part of it?,"Tue, 13 Aug 2013 16:18:54 +0000",424042258573035184
"I love this ring , i get so many compliments when I wear mine","Sat, 15 Nov 2014 03:37:31 +0000",477029922938819377
may have to try this.  I do love a good mojito. What could be better than having it in a cake.,"Sun, 24 Jun 2012 11:32:36 +0000",63965394615927467
these are only .50!!,"Tue, 21 Aug 2012 01:41:52 +0000",79376149590836584
"I know, that's not bad at all!","Wed, 22 Aug 2012 00:25:21 +0000",16185017319294523
"AWESOME! :-) Friends, come and join this Super <a href=""http://Pricecut.co.za"" rel=""nofollow"">Pricecut.co.za</a>  Facebook &amp; Twitter pages! Lots of Huge savings! :-)","Mon, 02 Dec 2013 16:56:48 +0000",438186376152745740
María! he estado siguiendo tus obras y  me gustaría ofrecerte la posibilidad de que vendieras tus artículos en mi página web!,"Mon, 15 Oct 2012 06:42:56 +0000",353040195697773953
genial merci !!!,"Wed, 30 Oct 2013 14:31:06 +0000",322218685747967656
"love this idea but, definitely not for the stairwell.","Mon, 03 Mar 2014 23:39:12 +0000",169025929673179473
thanks ladies! :) maybe we can all get some new followers...,"Tue, 17 Jul 2012 22:27:25 +0000",102597835169468332
"Done. Follow one of my boards, please!","Sun, 03 Aug 2014 15:40:33 +0000",336292434583492864
"Followed you, please follow me","Tue, 12 Aug 2014 21:36:34 +0000",377176674950746168
"Ok, Chelsea!","Tue, 12 Aug 2014 21:40:57 +0000",336292434583492864
Follow back?,"Mon, 29 Dec 2014 19:26:56 +0000",368802794393612516
Rich Lady Peach and Black Splendor Plum are the best cancer killers!,"Mon, 23 Jun 2014 20:23:39 +0000",342766359047833541
Gorgeous!,"Sat, 31 Mar 2012 00:54:55 +0000",207165789017476033
This is beautiful! I just looked at your website and your work is amazing! Where can I find prices?,"Tue, 17 Jul 2012 23:35:56 +0000",281897395334158081
They didn't put heads on the Barbie in the 90's? What the heck!? just kidding...,"Tue, 27 Aug 2013 02:14:31 +0000",346003321280011318
My daughter tells us we need to go here.  She loved it.  I shall re-pin this one as well!  :),"Sat, 20 Jul 2013 02:02:05 +0000",87116711450379809
"Don't you think that if she's dressed as a woman, she would have liked female pronouns used?","Tue, 25 Mar 2014 01:58:06 +0000",107242172285190446
No,"Tue, 25 Mar 2014 03:13:21 +0000",42502927641740309
No,"Tue, 25 Mar 2014 03:13:53 +0000",42502927641740309
"Gotta study up from RuPaul's Drag race.  ""Queens"" when in drag, use feminine identifiers.","Tue, 25 Mar 2014 14:31:42 +0000",156289186977025767
This is why we need to dress our age and not the age we feel. Lol,"Wed, 26 Mar 2014 11:47:40 +0000",86342655264426595
your pin has no recipe with it says cannot be found just lettin you know,"Tue, 11 Feb 2014 13:56:27 +0000",475974391776160980
"Love!  Too cute!  I can see sight words - all lower, all upper and just first letter in caps?","Sun, 27 Jan 2013 09:23:35 +0000",73605912568267748
very cute pat!  love it!!,"Wed, 09 Oct 2013 16:17:20 +0000",42714033874272289
i hope you have this hanging in your office. :),"Wed, 09 Oct 2013 18:07:27 +0000",42714033874272289
Marimekko rules.,"Fri, 10 Feb 2012 03:01:02 +0000",264234840545560182
My inspiration!!!,"Sat, 11 Feb 2012 03:22:52 +0000",59109951267670637
LOVE THIS!!!,"Sat, 11 Feb 2012 04:47:16 +0000",247487079431277164
gorgeous,"Sun, 12 Feb 2012 23:37:41 +0000",247275973198744170
My children had this .,"Tue, 28 May 2013 03:59:42 +0000",354447570581330761
Love this.,"Sat, 01 Feb 2014 23:19:03 +0000",62346913499843654
"Useful information I like all info that help to be a better parent This Infographic gave me some information to learn my children to deal with money the right way! Check it out! <a href=""http://hookpages.com/pages/IsyourchildMoneywise"" rel=""nofollow"">http://hookpages.com/pages/...</a>","Fri, 06 Jun 2014 13:26:13 +0000",304485762215207746
That looks so yummy!!!,"Fri, 25 Apr 2014 20:53:33 +0000",102879310146180495
I just did this an was fantastic!!! Thanks ,"Sat, 10 May 2014 19:59:07 +0000",55943357779673633
Looks so yummy,"Wed, 11 Jun 2014 00:30:42 +0000",361484444999097108
Wait a minute! Does that mean that many people like all of us since we're all each others best friends?! ;),"Fri, 11 Oct 2013 17:45:51 +0000",425097789735706342
tastes even better when made the day ahead,"Thu, 23 Feb 2012 03:45:22 +0000",212936026040044012
Before or after she turned into a tree?,"Sun, 08 Sep 2013 22:43:43 +0000",294563769286144727
Before @micaliailivas,"Sun, 08 Sep 2013 23:53:46 +0000",319896517190091021
Before she turned into a tree.,"Thu, 24 Apr 2014 18:18:45 +0000",493918421541477992
Seeing as she's not a tree...,"Sun, 13 Jul 2014 20:27:28 +0000",520658544328985581
YESSSSSSS,"Wed, 20 Nov 2013 03:58:10 +0000",300545112541233855
THNX XD,"Wed, 20 Nov 2013 16:15:53 +0000",465419080149512260
Sweet,"Sat, 21 Jun 2014 04:57:35 +0000",229613418410151663
Another interesting pin! Your boards have such great stuff.,"Sat, 14 Jun 2014 15:12:45 +0000",556335497627067504
