I love this,"Wed, 01 Feb 2012 01:22:40 +0000",27655122620254009
Erika Misiak  I read this in your sassy voice ,"Tue, 25 Feb 2014 09:55:51 +0000",519603013166311978
OH MY GOD CAN WE!!!,"Sat, 24 Aug 2013 02:19:18 +0000",200480758320598681
Of course we can!!!!,"Sat, 24 Aug 2013 02:20:16 +0000",475904023031975988
Really like this a lot!,"Sat, 31 Jan 2015 10:12:14 +0000",381398799601387525
Nice car!,"Fri, 02 Mar 2012 15:58:38 +0000",213991557202709796
love it!,"Wed, 18 Apr 2012 16:18:03 +0000",70017106615209123
Beautiful!,"Fri, 25 May 2012 17:20:09 +0000",211810126133199735
My dream car,"Fri, 04 Apr 2014 00:06:09 +0000",382876543229123718
You would say this to me all the time:),"Tue, 11 Nov 2014 00:02:02 +0000",502644145819491143
Nice photo of Patience posing as Calamity Jane Sioux Falls SD 2009 or 2010 I think.,"Sat, 18 May 2013 19:44:25 +0000",118290065121089259
$359,"Thu, 22 Aug 2013 17:33:59 +0000",170222198324203608
"15""","Sun, 01 Sep 2013 19:45:27 +0000",170222198324203608
Great site. Thanks for pinning this. I now have dozens more ideas for my pallet projects.,"Sat, 11 Apr 2015 16:57:45 +0000",398850248157430019
Useful!,"Mon, 04 May 2015 17:28:40 +0000",20125666993247021
brillant ideas,"Mon, 29 Jun 2015 12:06:56 +0000",561683522184598464
brillant ideas,"Mon, 29 Jun 2015 12:07:25 +0000",561683522184598464
SOLD!,"Sun, 23 Mar 2014 05:51:02 +0000",74028125033336139
"Photos of prepared recipes from my (future) cookbook of healthier comfort food which are ""almost like the real thing"" . . . These are all 100% plant-based (e.g., Vegan) recipes which are VERY low fat, cholesterol-free and densely nutritious.  Yet each one is highly reminiscent of ""the real thing"" in both taste and texture!","Sun, 17 Aug 2014 17:54:46 +0000",311170792912094354
Love this movie! But the end is soooooo sad.:(,"Sun, 03 Aug 2014 02:02:05 +0000",294071188076914301
I got this for Valentines Day. LOOOOOOVE IT !!!!,"Fri, 24 Feb 2012 06:43:43 +0000",204139933017836178
But it doesn't exist....,"Tue, 21 May 2013 11:18:42 +0000",334392478490699357
Isn't that Atticus' father?,"Sat, 26 May 2012 13:36:43 +0000",220254375434523451
I'm a chicken,"Fri, 28 Mar 2014 20:15:49 +0000",567031546742060172
IMMA SQUID! Watch out Adam! X3,"Mon, 07 Apr 2014 22:37:34 +0000",571675883857787264
OH NO!!!,"Tue, 08 Apr 2014 02:41:27 +0000",567031546742060172
I'm the cow,"Sun, 08 Feb 2015 21:10:12 +0000",310467105470326670
"There is no topical cream that effectively and effeciently removes tattoos.  None of it is FDA approved or has clinical, scientifically proven to work.  The only FDA approved method of fading tattoos is with a laser.","Mon, 04 Nov 2013 18:30:56 +0000",483855691124056705
Just serve dessert! Way cheaper and better,"Sun, 09 Mar 2014 05:07:36 +0000",124623252097077835
A party with just dessert  sounds like the worst.,"Fri, 09 May 2014 13:04:02 +0000",43347352571871884
"Well, I guess it's matter of opinion :) My cousin had a taco bar for her graduation, and it tasted awful. Of course, everyone wants to just serve food...but it ends up being cheap plastic food. For my graduation I went to a bakery and bought gourmet cupcakes and some desserts. It was classy and a huge hit.","Fri, 09 May 2014 22:09:10 +0000",124623252097077835
We love it!,"Tue, 02 Sep 2014 14:26:04 +0000",352829089465244603
Amen Charles...,"Mon, 11 Aug 2014 18:12:09 +0000",348466227326243260
"I can name several of her achievements, all of which everyone turned up dead.","Mon, 02 Mar 2015 23:09:14 +0000",292030494495782444
Hillary is useless.,"Fri, 06 Mar 2015 23:53:36 +0000",425590370944947262
I agree with all of you!,"Wed, 25 Mar 2015 00:59:33 +0000",259309028453122541
"The already known GREEN TEA benefits plus the healthful properties of YERBA MATE. All in one bag : <a href=""http://www.mymateworld.com/catalog/product_info.php?cPath=51&amp;products_id=1786"" rel=""nofollow"">http://www.mymateworld.com/...</a>","Sat, 25 Oct 2014 23:58:07 +0000",427982908247003397
You are stunning. Where can I find those shorts?,"Tue, 08 Apr 2014 16:34:51 +0000",401524260436190964
"Thank you. These are from my clothing line. <a href=""http://Www.kustomville.com"" rel=""nofollow"">Www.kustomville.com</a>","Tue, 08 Apr 2014 16:36:33 +0000",480970572612766522
These are delish!,"Fri, 09 Mar 2012 02:12:47 +0000",235102180456007429
These are delish!!,"Tue, 07 Jan 2014 05:02:28 +0000",473511485729934697
Chheze i love love this one,"Tue, 01 Oct 2013 16:19:11 +0000",569494452788274538
what is this tattoo style called,"Thu, 14 Aug 2014 17:55:32 +0000",478155822845660653
I would say it is a portrait drawn in a sugar skull (or Dia De Los Muertos) style.,"Fri, 15 Aug 2014 00:16:55 +0000",98305341774627040
